record_id,customer_id,timestamp,call_type,call_duration_seconds,called_number,call_cost,tower_id,network
957,860100,2025-06-01 14:36:27.800452,outgoing,63,9839360677,0.3018,TWR6293,VoLTE
958,886446,2025-10-22 13:40:42.679227,outgoing,358,9821993472,0.1887,TWR7050,4G
959,796707,2025-06-23 02:17:30.431640,incoming,784,9849860782,1.0752,TWR1969,5G
960,732678,2025-09-06 16:34:55.196861,outgoing,420,9882442593,1.0636,TWR9465,5G
961,117095,2025-06-05 12:08:24.715433,outgoing,673,9858580257,1.6888,TWR2276,VoLTE
962,538794,2024-11-28 21:17:39.661272,incoming,422,9876235914,1.9425,TWR3192,4G
963,816334,2025-05-10 05:30:55.892612,outgoing,105,9868509185,0.5097,TWR5170,5G
964,577528,2025-04-30 13:07:09.589395,incoming,407,9859318758,1.0531,TWR7997,VoLTE
965,433871,2025-06-13 04:39:06.276927,incoming,254,9846567360,0.3039,TWR6963,5G
966,999594,2025-08-17 03:04:35.292036,incoming,634,9870221678,1.2312,TWR7957,4G
967,584032,2025-07-31 02:35:24.279733,outgoing,563,9869184702,0.4565,TWR5595,VoLTE
968,929279,2025-05-15 20:24:27.572425,outgoing,510,9889586617,1.5647,TWR9283,5G
969,265794,2024-11-30 21:05:25.554186,outgoing,611,9862916052,0.4528,TWR3911,4G
970,138428,2025-11-09 15:44:02.833612,incoming,117,9827345393,1.2817,TWR9228,5G
971,792825,2025-01-25 01:17:53.320740,incoming,120,9869134242,1.5142,TWR6271,4G
972,360381,2025-05-24 13:53:15.723479,incoming,7,9886967868,0.9124,TWR5408,4G
973,184998,2025-10-30 13:35:22.081655,incoming,160,9829179091,1.0104,TWR2340,4G
974,117549,2025-07-28 06:37:51.209499,outgoing,352,9804300030,1.6885,TWR9604,VoLTE
975,195749,2025-07-01 19:45:27.686857,outgoing,427,9816423839,1.7913,TWR7626,5G
976,393169,2025-03-13 00:40:12.838064,incoming,247,9894484201,0.206,TWR5187,VoLTE
977,968380,2025-08-14 22:19:29.317564,outgoing,18,9891573499,1.8392,TWR6160,5G
978,171672,2025-01-11 07:06:06.344939,incoming,690,9898498706,0.3665,TWR8784,5G
979,988104,2025-07-04 01:36:06.531185,incoming,59,9875801539,0.4297,TWR7559,5G
980,624282,2025-04-22 14:21:45.329423,outgoing,575,9822647535,1.5023,TWR3856,5G
981,573177,2025-04-02 03:19:16.201106,outgoing,695,9829574247,0.9465,TWR1599,4G
982,154627,2025-07-27 03:34:35.150909,incoming,141,9879323580,0.2896,TWR4506,VoLTE
983,831677,2025-08-10 21:10:00.863158,outgoing,795,9834992892,1.339,TWR3617,4G
984,678517,2025-06-19 01:38:25.348978,outgoing,48,9804106837,1.7861,TWR8402,5G
985,912530,2025-07-27 19:21:33.531680,outgoing,386,9824967477,0.92,TWR6651,VoLTE
986,212646,2025-10-29 10:35:40.519630,incoming,107,9888502330,1.8749,TWR9022,5G
987,577271,2024-12-04 12:45:40.659354,incoming,161,9834986952,1.6346,TWR4699,4G
988,217712,2025-08-15 07:45:01.685786,incoming,423,9838110078,0.9448,TWR1053,4G
989,389673,2025-10-31 07:22:36.922884,outgoing,672,9864568218,0.9414,TWR2034,VoLTE
990,697286,2025-06-22 08:41:36.362490,incoming,523,9873708274,1.6527,TWR2108,VoLTE
991,918334,2025-06-27 07:00:31.733721,outgoing,634,9892627683,0.7335,TWR4818,VoLTE
992,791458,2025-04-05 22:23:01.727700,outgoing,368,9891051528,0.8808,TWR8513,4G
993,316163,2025-11-21 07:18:46.674611,incoming,110,9889736895,0.7846,TWR1265,4G
994,892189,2025-11-09 18:41:16.111476,incoming,101,9815941445,0.6627,TWR5182,5G
995,508610,2025-04-02 16:18:26.246770,outgoing,687,9876204728,0.3254,TWR4279,VoLTE
996,877185,2025-07-03 20:38:03.256498,outgoing,312,9864734130,1.2622,TWR9569,VoLTE
997,934586,2025-03-12 11:23:10.540731,incoming,494,9805398101,0.5141,TWR4615,4G
998,913126,2025-11-19 21:22:54.283532,incoming,215,9853443176,1.1816,TWR7244,VoLTE
999,114457,2025-01-14 12:11:34.735795,outgoing,307,9873881710,1.8029,TWR7148,VoLTE
1000,493416,2024-12-09 21:06:28.786836,outgoing,162,9894957948,0.9514,TWR8964,VoLTE
1001,574108,2025-07-06 15:54:57.523808,incoming,158,9826276703,0.6339,TWR8936,VoLTE
1002,921957,2024-12-27 01:36:49.138004,outgoing,236,9853357849,1.6821,TWR8436,4G
1003,884223,2025-05-24 18:15:26.488540,incoming,520,9837669925,1.0962,TWR2420,5G
1004,169904,2025-02-04 11:30:39.612144,incoming,727,9884814707,1.9155,TWR7971,4G
1005,988322,2025-08-18 16:22:16.276815,outgoing,475,9870111486,1.9144,TWR1454,4G
1006,691468,2025-10-02 02:10:02.981448,incoming,69,9844792243,0.6701,TWR8313,VoLTE
1007,281641,2025-09-01 20:12:15.449063,outgoing,165,9858273410,1.07,TWR2265,VoLTE
1008,145236,2025-03-20 02:16:05.367525,incoming,166,9800151950,0.4671,TWR1182,VoLTE
1009,706543,2025-03-05 06:05:30.688740,incoming,197,9800300295,1.4003,TWR4222,5G
1010,478811,2025-01-12 00:11:20.056322,incoming,428,9860503913,0.5472,TWR1721,4G
1011,379897,2025-06-08 02:32:21.983153,incoming,417,9827895960,0.8032,TWR2371,4G
1012,898395,2025-04-08 03:31:20.208694,incoming,614,9845790822,1.3107,TWR3726,4G
1013,468723,2025-06-17 21:52:47.307386,outgoing,627,9899746696,1.6127,TWR1792,VoLTE
1014,684253,2025-09-30 15:35:33.353061,outgoing,393,9823424107,0.2759,TWR2083,5G
1015,491130,2025-11-09 14:37:40.654919,outgoing,530,9804205018,1.8888,TWR7684,5G
1016,144168,2025-02-18 03:21:41.632404,outgoing,411,9877909256,1.8025,TWR6688,4G
1017,733223,2025-04-27 13:02:45.927573,outgoing,602,9883780778,1.0582,TWR4311,4G
1018,524977,2025-08-06 17:25:26.480847,outgoing,284,9874375417,1.5727,TWR6107,5G
1019,353805,2025-05-12 15:51:10.941207,outgoing,259,9889077118,1.4067,TWR4252,VoLTE
1020,546924,2025-06-25 14:46:28.116385,incoming,2,9885511332,1.1096,TWR1776,5G
1021,810448,2025-05-10 16:19:41.868282,incoming,745,9862045229,1.6711,TWR1543,4G
1022,518234,2025-02-19 09:15:15.936696,outgoing,192,9840736756,1.0053,TWR7275,VoLTE
1023,404345,2025-03-26 19:02:15.675109,incoming,630,9801615218,0.3744,TWR2413,5G
1024,944090,2024-12-26 02:03:45.974871,incoming,34,9863319826,1.7891,TWR2154,VoLTE
1025,349274,2025-04-11 16:40:00.442806,incoming,165,9852115704,0.8659,TWR6620,4G
1026,839370,2025-10-10 22:47:07.825401,outgoing,507,9821318483,1.3663,TWR9353,VoLTE
1027,551230,2025-02-26 02:25:43.393563,outgoing,653,9880514002,1.3626,TWR6635,5G
1028,224508,2025-03-03 22:47:47.012276,incoming,314,9811479377,1.598,TWR2479,4G
1029,155289,2025-11-09 08:44:02.801770,outgoing,678,9806335128,1.2331,TWR8145,4G
1030,687036,2024-12-23 06:59:17.024546,incoming,651,9837093634,1.7972,TWR4617,5G
1031,288362,2025-11-10 04:43:41.104061,incoming,535,9824346921,0.2998,TWR9432,5G
1032,670613,2025-08-28 09:08:11.758912,outgoing,144,9809644487,1.2644,TWR3614,VoLTE
1033,242336,2025-02-06 12:19:00.318808,incoming,108,9863375632,1.2643,TWR8219,5G
1034,855282,2025-07-10 00:21:51.319236,incoming,493,9891153872,1.2064,TWR2055,VoLTE
1035,178733,2024-12-17 07:38:34.388340,incoming,703,9887153988,0.774,TWR4740,5G
1036,622533,2025-03-05 19:59:54.184096,outgoing,490,9854108129,1.9244,TWR8301,5G
1037,562984,2025-06-04 17:08:29.563257,outgoing,292,9845508657,1.5289,TWR6825,4G
1038,207377,2025-04-01 14:17:57.175812,incoming,726,9830144093,0.912,TWR3813,VoLTE
1039,866348,2025-06-01 13:10:08.284329,incoming,720,9857728335,1.1092,TWR1469,4G
1040,502541,2025-04-01 19:29:44.243691,outgoing,8,9867049126,1.5598,TWR8139,5G
1041,107951,2025-08-19 14:22:33.222513,outgoing,10,9858489077,1.7518,TWR9156,4G
1042,494459,2025-01-01 16:50:22.676673,outgoing,49,9825340074,1.355,TWR8489,VoLTE
1043,217866,2025-04-18 17:55:02.108229,outgoing,288,9877212105,1.2849,TWR4585,VoLTE
1044,346618,2025-03-01 04:06:05.672157,incoming,244,9804362282,1.215,TWR1280,VoLTE
1045,578748,2025-11-05 06:34:11.085939,outgoing,360,9822373972,1.5795,TWR2772,5G
1046,988354,2025-11-11 23:47:39.520190,incoming,495,9880087044,0.9218,TWR6399,5G
1047,416908,2025-04-11 14:00:19.654127,outgoing,679,9801750946,1.5861,TWR9793,VoLTE
1048,865191,2025-04-21 11:45:00.296325,incoming,97,9863145573,0.7731,TWR1720,4G
1049,985446,2025-06-08 18:02:28.665550,incoming,708,9818026359,1.3459,TWR7025,4G
1050,432677,2025-03-17 22:23:56.268841,outgoing,176,9895824440,0.7558,TWR7725,VoLTE
1051,993086,2024-12-27 01:26:24.706329,incoming,173,9895634192,1.8869,TWR6460,5G
1052,825833,2025-01-24 15:08:23.157654,outgoing,630,9859307106,0.7894,TWR7470,4G
1053,144603,2025-06-04 21:54:20.719536,outgoing,282,9806370512,0.4695,TWR9219,VoLTE
1054,114701,2025-01-09 04:04:44.198102,incoming,25,9828206778,1.5438,TWR1980,VoLTE
1055,102064,2025-06-21 00:50:36.409473,incoming,115,9854139647,1.6815,TWR8967,4G
1056,764004,2025-01-26 08:43:42.608135,outgoing,226,9831819531,0.4601,TWR2254,VoLTE
1057,642870,2025-09-28 03:20:46.572196,outgoing,543,9868427388,1.1254,TWR8273,4G
1058,140831,2025-05-12 18:58:48.298078,incoming,367,9812375910,1.5861,TWR7860,5G
1059,654053,2025-10-23 01:19:36.512023,incoming,268,9837002514,0.4684,TWR4154,5G
1060,581112,2025-07-21 00:22:12.827360,incoming,449,9829809817,1.1495,TWR6118,5G
1061,141537,2025-10-17 02:14:11.631052,outgoing,374,9831006685,0.5134,TWR6544,5G
1062,342318,2025-04-04 02:59:15.726214,outgoing,355,9875138316,0.4896,TWR6870,4G
1063,138539,2025-05-23 14:58:12.531957,outgoing,475,9893958065,0.5315,TWR5000,5G
1064,539994,2025-09-04 04:02:56.604036,incoming,67,9895094684,0.5709,TWR6146,4G
1065,228626,2025-02-11 16:04:48.998493,incoming,141,9862772071,0.6437,TWR1876,4G
1066,669748,2025-06-14 03:03:16.839660,incoming,217,9899254152,1.0074,TWR3799,5G
1067,730121,2025-08-29 14:22:22.162853,outgoing,141,9867654114,0.6452,TWR8219,VoLTE
1068,527690,2024-12-01 05:34:45.940129,outgoing,562,9840476576,1.6744,TWR8386,4G
1069,706416,2024-12-25 10:19:02.380538,outgoing,217,9821790485,1.4676,TWR3814,VoLTE
1070,527268,2025-03-03 01:11:57.875355,incoming,443,9873614067,0.5403,TWR2041,4G
1071,991691,2025-05-03 02:53:22.260115,outgoing,516,9843165514,1.5539,TWR4397,5G
1072,731042,2025-05-28 15:50:23.450291,outgoing,122,9843690540,0.8185,TWR9766,5G
1073,642180,2025-09-07 07:24:31.834455,outgoing,305,9811504013,1.1049,TWR7741,5G
1074,259036,2025-03-08 02:41:46.643893,outgoing,341,9894478830,0.4538,TWR8432,4G
1075,711736,2025-07-06 03:07:49.308342,outgoing,267,9837575417,0.1333,TWR8998,4G
1076,444302,2025-01-11 00:50:34.507185,outgoing,351,9825576791,1.7449,TWR9960,VoLTE
1077,138453,2025-08-11 23:15:36.007220,outgoing,322,9864736842,1.1665,TWR2545,VoLTE
1078,865717,2025-03-16 05:44:36.041109,incoming,712,9850516077,1.601,TWR6115,4G
1079,775408,2025-05-18 21:54:05.185715,incoming,772,9887693230,0.6186,TWR6336,5G
1080,860473,2025-01-29 13:39:13.815066,outgoing,667,9819573077,1.376,TWR8080,5G
1081,250471,2025-02-21 01:14:56.652638,outgoing,147,9823291937,0.4371,TWR8271,5G
1082,445320,2025-07-10 01:18:58.224144,incoming,69,9824815954,1.0633,TWR2194,4G
1083,393041,2025-10-27 02:51:02.753384,outgoing,174,9888357569,0.5049,TWR2522,5G
1084,271375,2025-01-08 18:23:28.816260,incoming,164,9863464221,0.5578,TWR2650,VoLTE
1085,234308,2024-12-14 02:48:16.831539,incoming,789,9881895556,1.8359,TWR1169,4G
1086,412346,2025-01-10 17:14:48.847682,incoming,2,9849491996,0.6314,TWR2944,VoLTE
1087,928060,2025-01-30 16:24:32.480219,incoming,424,9804682545,0.925,TWR3259,VoLTE
1088,754218,2025-11-05 22:40:34.931808,incoming,364,9821769514,1.8736,TWR7364,5G
1089,537723,2025-04-11 07:26:24.168818,incoming,246,9802740699,1.6894,TWR8580,4G
1090,617208,2025-01-01 20:29:46.710236,incoming,418,9827764300,0.8965,TWR7908,VoLTE
1091,526524,2024-11-29 15:33:40.927608,outgoing,15,9848533303,1.2387,TWR8987,5G
1092,632926,2025-10-31 05:40:49.571423,outgoing,127,9861104643,0.5791,TWR9158,4G
1093,705819,2025-10-15 19:57:08.750659,outgoing,434,9840576624,1.2743,TWR4341,4G
1094,954003,2025-11-24 17:42:02.604599,outgoing,133,9833470233,0.7965,TWR2952,4G
1095,961789,2025-08-09 04:49:28.354519,outgoing,472,9813940807,0.1898,TWR1783,VoLTE
1096,109426,2025-11-17 16:18:29.379930,outgoing,714,9841682319,1.7507,TWR1422,VoLTE
1097,804834,2025-01-19 23:14:08.604545,outgoing,772,9877467064,0.2774,TWR5452,4G
1098,494874,2024-11-27 10:38:04.515466,incoming,493,9825103864,1.4533,TWR3623,4G
1099,414377,2025-01-05 08:18:18.572517,outgoing,571,9896597458,0.1709,TWR8693,4G
1100,303902,2025-11-12 12:07:31.843253,outgoing,169,9850135180,0.7333,TWR9158,5G
1101,317702,2024-12-14 15:52:52.863662,outgoing,500,9837410564,0.5523,TWR4742,4G
1102,587345,2025-02-22 08:59:17.694631,incoming,53,9898204958,0.4633,TWR1066,4G
1103,186360,2025-10-21 00:47:27.295392,outgoing,585,9827940700,1.077,TWR6283,5G
1104,497342,2024-12-11 12:20:30.703862,incoming,383,9852262662,1.4697,TWR7834,VoLTE
1105,309248,2025-09-27 11:01:30.747803,incoming,766,9829815439,0.1648,TWR1260,5G
1106,857417,2025-06-15 16:13:03.444473,incoming,379,9860037928,0.8658,TWR1566,5G
1107,923562,2025-07-12 03:43:31.313976,incoming,375,9835406132,0.3262,TWR6446,VoLTE
1108,621106,2025-10-28 06:20:58.574366,outgoing,667,9839497629,0.6934,TWR2276,4G
1109,440442,2025-03-14 20:34:49.869556,outgoing,141,9891084363,1.9307,TWR7303,5G
1110,772674,2025-02-27 08:58:41.358130,outgoing,445,9878672451,1.7101,TWR1506,5G
1111,804319,2025-05-14 05:37:44.619315,incoming,576,9832461855,0.9063,TWR8987,4G
1112,770471,2025-01-16 03:08:52.562364,outgoing,320,9837711405,0.6548,TWR9122,4G
1113,288133,2025-02-27 07:18:04.680735,outgoing,254,9803989222,0.7102,TWR1080,5G
1114,443929,2025-07-18 07:32:02.312667,incoming,560,9850719851,0.4832,TWR9933,4G
1115,298994,2025-11-16 09:08:22.031037,outgoing,559,9846765954,0.9831,TWR2002,VoLTE
1116,492453,2024-12-05 04:40:27.538709,incoming,643,9866477942,1.9967,TWR2019,4G
1117,206089,2025-10-22 19:13:38.401528,incoming,553,9831031485,1.7688,TWR4300,VoLTE
1118,817838,2025-11-05 16:17:33.239254,outgoing,129,9826448305,1.1328,TWR4131,4G
1119,476939,2025-02-04 18:49:05.406336,incoming,67,9848986575,1.3084,TWR8632,5G
1120,883894,2025-06-20 19:27:03.760992,outgoing,412,9849023890,1.4163,TWR7866,5G
1121,484637,2024-12-24 16:53:18.620823,incoming,232,9882473266,1.1174,TWR3384,5G
1122,239688,2025-09-28 03:52:15.556591,incoming,799,9845719290,1.8249,TWR6960,5G
1123,946541,2025-11-20 00:46:14.509018,outgoing,525,9845230442,0.5273,TWR1035,5G
1124,561737,2025-06-28 14:38:38.966283,incoming,485,9892748188,1.4855,TWR5826,4G
1125,377221,2025-09-27 10:37:18.604416,incoming,235,9852956455,0.7806,TWR5008,VoLTE
1126,693696,2025-01-14 15:53:47.019244,incoming,117,9854926092,0.8674,TWR7485,4G
1127,492999,2025-01-31 13:03:36.795122,outgoing,286,9831874815,1.5764,TWR1388,4G
1128,618060,2025-04-01 18:46:18.469895,incoming,706,9880385906,1.3181,TWR8806,4G
1129,320487,2025-04-04 23:38:52.058339,incoming,272,9890645840,1.0922,TWR2407,5G
1130,837483,2025-03-17 07:04:53.410898,outgoing,590,9801010026,0.6118,TWR3748,5G
1131,976009,2025-11-23 19:33:21.676880,incoming,249,9824661244,1.4557,TWR4849,5G
1132,954468,2025-01-19 20:56:19.155215,incoming,215,9859698537,0.3809,TWR7539,VoLTE
1133,801152,2025-09-26 10:50:43.265307,outgoing,589,9891434425,1.6034,TWR6764,VoLTE
1134,973366,2025-08-25 22:51:02.381403,outgoing,532,9819678713,1.4926,TWR9685,5G
1135,600884,2025-07-09 16:45:16.149399,outgoing,756,9876073319,1.3635,TWR2581,VoLTE
1136,137406,2024-12-07 01:21:02.963251,incoming,222,9814457119,1.8028,TWR1087,5G
1137,797052,2025-09-21 03:36:29.720628,outgoing,61,9840832520,1.2003,TWR1545,4G
1138,657875,2025-03-23 00:19:58.596751,incoming,28,9829652030,0.624,TWR1127,4G
1139,307602,2025-09-14 06:02:42.480076,incoming,312,9856091964,0.1891,TWR5394,5G
1140,229674,2025-04-11 11:10:07.230910,outgoing,248,9822506318,0.7133,TWR3613,4G
1141,708853,2025-08-01 12:08:14.827833,incoming,18,9883808449,1.0779,TWR7117,VoLTE
1142,685729,2025-05-01 21:10:30.695568,incoming,38,9851522776,1.6026,TWR4472,5G
1143,744244,2025-04-01 20:11:30.989675,outgoing,360,9816706107,1.562,TWR3149,VoLTE
1144,159539,2025-03-21 02:27:44.026608,outgoing,287,9849732365,0.1674,TWR1415,5G
1145,702082,2025-07-07 10:59:05.623364,outgoing,492,9817696263,1.0808,TWR2852,VoLTE
1146,508105,2025-09-15 16:18:50.378623,outgoing,660,9862308002,1.8147,TWR6749,4G
1147,858957,2025-05-04 18:42:22.615552,outgoing,708,9824859622,1.7986,TWR1358,VoLTE
1148,437273,2025-02-09 02:55:32.482493,incoming,374,9859925588,1.4443,TWR3273,5G
1149,404805,2025-06-25 17:47:54.502508,outgoing,502,9862153499,0.2275,TWR9963,4G
1150,829757,2025-07-29 06:13:13.127207,outgoing,702,9810457362,0.4507,TWR2091,4G
1151,455876,2025-11-02 15:28:00.858171,incoming,733,9817398094,0.9724,TWR9761,VoLTE
1152,130611,2025-01-14 18:27:33.270500,outgoing,339,9882976805,0.8823,TWR5117,VoLTE
1153,124918,2025-05-30 12:16:03.311458,outgoing,640,9869178200,0.156,TWR8623,4G
1154,908928,2025-04-24 17:32:46.765682,incoming,422,9801145615,0.2586,TWR2613,4G
1155,848294,2025-01-25 18:08:34.238299,outgoing,9,9841789673,1.5303,TWR2550,4G
1156,207770,2025-09-21 17:24:41.805000,outgoing,590,9862357266,1.0563,TWR2871,5G
1157,798067,2025-01-11 21:22:00.083446,incoming,625,9877561702,1.1211,TWR2247,4G
1158,612942,2024-12-03 03:48:23.725894,outgoing,301,9868221108,0.747,TWR9477,VoLTE
1159,892543,2025-03-10 03:32:36.955867,incoming,514,9821780053,1.4965,TWR6168,5G
1160,669045,2025-10-07 07:50:18.558197,incoming,339,9893188708,1.235,TWR8455,4G
1161,177505,2025-08-05 16:34:12.202766,incoming,344,9898002509,0.8757,TWR4235,4G
1162,928792,2025-06-20 05:13:22.567921,outgoing,70,9823150396,0.7856,TWR1299,VoLTE
1163,726601,2025-09-05 12:12:33.434157,outgoing,387,9856968842,0.5744,TWR3867,4G
1164,361588,2025-01-14 11:59:50.791766,outgoing,181,9815051892,0.6739,TWR5117,4G
1165,353983,2025-01-30 23:14:46.535468,outgoing,360,9872034092,1.4832,TWR3392,4G
1166,637294,2025-08-07 08:05:53.299266,outgoing,755,9852997870,0.9561,TWR1615,5G
1167,563139,2025-04-22 12:34:41.744100,incoming,264,9868085761,0.5738,TWR1344,4G
1168,815642,2025-10-13 06:17:32.793082,incoming,533,9831745295,0.2441,TWR9590,4G
1169,869147,2025-02-16 06:20:03.230544,outgoing,512,9861774514,1.1863,TWR5800,5G
1170,726578,2025-07-24 01:52:08.394962,outgoing,168,9829172036,1.1153,TWR7572,VoLTE
1171,235800,2025-02-10 01:05:57.783435,outgoing,294,9845760743,0.5355,TWR6404,4G
1172,815502,2025-02-10 10:37:39.991566,incoming,336,9808678747,1.2703,TWR6812,5G
1173,855432,2025-10-03 03:02:15.982992,incoming,628,9849554520,0.5815,TWR9783,5G
1174,275870,2025-08-09 11:46:26.042130,outgoing,680,9849000382,0.8585,TWR1761,VoLTE
1175,415086,2025-03-11 12:26:12.710786,incoming,328,9823446267,0.867,TWR6884,4G
1176,948525,2025-03-03 06:23:28.360824,outgoing,721,9826247421,1.0029,TWR2688,4G
1177,476072,2025-01-08 09:26:39.576864,incoming,552,9873321011,0.7532,TWR2103,VoLTE
1178,726143,2025-05-25 02:19:39.214253,outgoing,752,9835607864,1.2474,TWR1964,4G
1179,110038,2025-06-23 15:54:13.181446,incoming,187,9858849644,0.1472,TWR3365,VoLTE
1180,825869,2025-03-14 00:15:33.600165,outgoing,648,9819870537,0.1943,TWR3677,4G
1181,460690,2025-10-01 07:54:33.689285,outgoing,174,9829374002,0.3785,TWR5107,5G
1182,278650,2025-05-15 11:20:48.264210,outgoing,711,9894399392,0.4905,TWR7561,4G
1183,516423,2025-01-01 00:27:21.387313,incoming,42,9879487995,1.8079,TWR1674,5G
1184,909633,2025-07-23 06:44:51.407891,incoming,579,9803453929,1.5504,TWR3709,4G
1185,364202,2025-10-31 16:25:17.745761,incoming,614,9874916714,1.1765,TWR6918,VoLTE
1186,427127,2025-05-23 12:53:16.520664,incoming,583,9825407837,0.8396,TWR8059,5G
1187,213599,2025-11-07 19:33:21.071956,outgoing,141,9807829896,0.2987,TWR6052,5G
1188,890887,2024-12-30 01:26:45.843018,outgoing,305,9877042222,0.5554,TWR2514,VoLTE
1189,952520,2025-02-08 00:42:16.682787,outgoing,475,9817243572,1.8259,TWR8992,5G
1190,715022,2025-09-22 21:49:31.300668,incoming,756,9876420397,1.2661,TWR7128,5G
1191,696087,2025-06-19 13:26:23.595077,outgoing,505,9882335602,1.8743,TWR7273,VoLTE
1192,388357,2024-12-10 14:52:20.539896,incoming,637,9831635024,0.266,TWR6802,VoLTE
1193,470673,2024-12-12 17:52:00.835670,outgoing,284,9849315094,1.6048,TWR7886,5G
1194,436928,2025-07-07 04:31:28.840293,incoming,618,9819983249,0.4041,TWR8969,4G
1195,466689,2025-01-23 11:38:19.178266,incoming,673,9856933482,0.8923,TWR2148,4G
1196,573928,2025-07-30 11:21:30.331740,incoming,779,9815025023,0.3951,TWR2007,VoLTE
1197,259493,2025-11-18 14:35:59.877800,incoming,706,9871072635,0.3285,TWR1884,VoLTE
1198,864710,2025-07-28 13:29:01.203199,incoming,737,9842661225,1.9034,TWR1164,5G
1199,682576,2025-03-01 18:01:32.248798,incoming,252,9846170878,1.7955,TWR5888,VoLTE
1200,229476,2025-09-20 05:12:23.206535,incoming,493,9875249052,0.6154,TWR6198,VoLTE
1201,330101,2025-10-11 04:27:57.993054,incoming,67,9849215224,1.2211,TWR3059,4G
1202,877611,2025-01-27 01:16:31.142636,outgoing,277,9821358582,0.1462,TWR3194,VoLTE
1203,200567,2025-11-20 04:00:45.825828,incoming,690,9858362558,0.9981,TWR7487,4G
1204,191192,2025-02-25 11:08:00.115492,incoming,313,9871718376,1.4711,TWR3779,5G
1205,918334,2025-05-07 07:05:07.695273,outgoing,262,9870332129,0.6651,TWR7196,4G
1206,520922,2025-11-17 04:21:43.135367,outgoing,666,9874562696,0.5267,TWR2279,4G
1207,562144,2025-11-02 15:21:21.834268,outgoing,2,9802162663,1.4573,TWR3968,VoLTE
1208,431432,2025-03-10 07:12:58.352252,outgoing,470,9830226380,0.2895,TWR8251,5G
1209,695186,2025-11-16 03:46:56.580367,incoming,542,9837491307,1.2218,TWR4986,VoLTE
1210,754041,2025-07-05 06:25:03.394849,outgoing,100,9888949620,0.3736,TWR3860,5G
1211,367145,2025-09-19 11:45:42.451267,incoming,98,9828427399,1.3762,TWR3161,5G
1212,275089,2025-08-16 06:57:17.666211,incoming,739,9871887026,1.9738,TWR7887,VoLTE
1213,200386,2025-02-25 18:05:37.307985,incoming,111,9806374831,0.3058,TWR2366,4G
1214,223673,2025-08-12 18:32:15.718686,outgoing,731,9886565664,1.5277,TWR4161,VoLTE
1215,921518,2024-12-20 09:47:02.967186,incoming,126,9829404213,1.2498,TWR1438,5G
1216,818499,2025-04-08 03:54:11.372109,outgoing,303,9878112422,0.8743,TWR9224,5G
1217,573014,2025-10-07 05:56:09.027351,incoming,777,9884195073,1.634,TWR9824,5G
1218,809993,2025-10-25 01:34:26.897458,outgoing,171,9872944202,1.8005,TWR5389,4G
1219,138942,2025-05-20 03:31:31.157689,outgoing,419,9881789352,0.1932,TWR2583,4G
1220,681067,2025-10-24 00:55:37.093351,incoming,574,9872021489,0.2665,TWR9213,4G
1221,522718,2025-01-31 06:49:08.027146,incoming,558,9819530713,0.1173,TWR3870,VoLTE
1222,761626,2025-05-02 20:38:23.184563,incoming,121,9852382536,1.2469,TWR4214,4G
1223,569207,2025-06-23 23:38:14.570293,outgoing,275,9881608451,0.6141,TWR5653,4G
1224,244755,2025-09-07 08:16:46.748755,incoming,444,9892384429,1.1915,TWR5274,5G
1225,820618,2025-07-27 05:39:51.057064,outgoing,418,9844010726,1.821,TWR6417,VoLTE
1226,219994,2025-01-05 16:17:08.218400,incoming,291,9870217490,0.2594,TWR4939,5G
1227,601886,2025-05-18 02:43:34.085231,outgoing,402,9840039758,1.3176,TWR7457,5G
1228,125652,2025-01-04 15:59:28.078043,incoming,787,9844926579,1.695,TWR8241,VoLTE
1229,463302,2025-07-04 16:10:23.728148,incoming,328,9850464618,0.9514,TWR7969,4G
1230,342677,2025-07-10 05:02:39.302357,outgoing,215,9878877902,1.0222,TWR6807,4G
1231,207313,2025-09-01 06:15:58.768032,incoming,24,9838849794,1.9062,TWR8060,5G
1232,737422,2025-10-23 10:03:50.523084,incoming,698,9874348295,1.8449,TWR4565,VoLTE
1233,828961,2025-09-18 15:45:09.051592,incoming,491,9880597973,0.935,TWR9720,5G
1234,443116,2025-01-01 10:19:07.277835,outgoing,473,9844902732,0.6515,TWR1000,5G
1235,813377,2025-01-15 13:06:55.786525,incoming,471,9874541401,1.2444,TWR2375,VoLTE
1236,448566,2025-06-23 10:10:11.689854,outgoing,663,9841098177,0.724,TWR4383,4G
1237,561709,2025-05-21 19:17:56.139394,incoming,238,9877841437,1.9801,TWR5713,5G
1238,627077,2025-06-30 00:42:07.734550,outgoing,247,9870742231,0.6772,TWR9483,VoLTE
1239,829473,2025-01-08 05:30:17.550587,incoming,707,9849733479,1.2392,TWR4690,4G
1240,562337,2025-05-20 17:54:03.750371,outgoing,112,9866597676,1.1947,TWR7907,VoLTE
1241,450067,2025-05-24 14:21:18.065610,outgoing,494,9878289185,0.4926,TWR6370,5G
1242,971762,2025-05-31 03:09:26.361141,incoming,245,9858047898,0.9627,TWR5892,VoLTE
1243,479620,2025-05-14 10:16:51.097940,outgoing,97,9800323916,1.1947,TWR5751,5G
1244,324100,2025-01-23 15:37:28.500793,outgoing,425,9844821361,0.3188,TWR7130,5G
1245,791304,2025-03-13 07:55:15.429699,incoming,458,9895453428,0.2856,TWR9071,5G
